carBrand,carModel,carType,problemCode,problemCodeproblemCode,problemDatetime,problemDescription,problemId,problemStatus
一汽丰田,亚洲龙,2021款 2.5L Touring 尊贵SPORT版,"H89,",,2021-02-02,一汽丰田亚洲龙行驶颠簸路面天窗异响,569873,信息审核
广汽本田,皓影,2020款 240TURBO CVT 两驱 豪华版,"A339,",,2021-02-02,广汽本田皓影发动机机油增多要求解决,569866,处理反馈
一汽-大众,迈腾,2011款 1.4TSI 精英型,"B84,B115,",,2021-02-02,一汽大众迈腾变速箱顿挫机电单元故障,569865,处理反馈
一汽-大众,捷达,2015款 1.6L 自动 舒适型,"H240,",,2021-02-02,一汽大众捷达发动机点火开关多次损坏,569861,用户评分
北京现代,索纳塔,2020款 270TGDi GLS DCT 精英版,"J300,J299,",,2021-02-02,北京现代索纳塔4S店维修后车门异响,569860,处理反馈
上汽大众斯柯达,速派,2019款 TSI330 DSG 舒适版,"D80,",,2021-02-02,斯柯达速派方向盘抖动厂家不予解决,569854,用户评分
一汽-大众奥迪,奥迪Q3,2020款 35 TFSI 时尚动感型,"B22,",,2021-02-02,一汽大众奥迪Q3新车出现变速箱漏油,569853,信息审核
一汽奔腾,奔腾X40,2019款 1.6L 自动 豪华型 国VI,"A34,",,2021-02-02,一汽奔腾X40发动机故障灯亮一直未解决,569852,用户评分
广汽丰田,YARiS L 致享,2017款 1.5E CVT 魅动版,"A9,",,2021-02-02,广汽丰田致享行驶中发动机有异响,569851,信息审核
长安福特,探险者,2020款 EcoBoost 285 四驱 钛金版 6座,"M284,",,2021-02-02,长安福特探险者4S店出售展车无法启动,569849,用户评分
长城汽车,哈弗H2s,2018款 1.5T 双离合 豪华型 红标,"H103,",,2021-02-02,哈弗H2s副驾驶安全气囊线路损坏,569847,处理反馈
一汽奔腾,奔腾T77,2020款 PRO 280 TID 自动 豪华型,"A255,E43,",,2021-02-02,一汽奔腾T77倒车有异响 发动机无动力,569845,处理反馈
东风乘用车,风神AX7,2016款 2.0L 手动 智逸型,"D123,",,2021-02-02,东风风神AX7转向卡顿有严重异响,569844,用户评分
奇瑞汽车,瑞虎5,2014款 2.0L 手动 家尊版,"H168,",,2021-02-02,奇瑞瑞虎5自动分区空调翻板断裂,569842,处理反馈
上汽大众斯柯达,柯迪亚克,2020款 TSI330 两驱 豪华优享版 7座,"H268,",,2021-02-02,斯柯达柯迪亚克车身抖动 车内共振,569839,用户评分
一汽-大众,宝来,2021款 1.5L 手动 舒适智联版,"A9,C87,",,2021-02-02,一汽大众宝来离合器踏板震动发动机异响,569835,用户评分
长安福特,锐界,2018款 EcoBoost 245 两驱 豪锐型 7座 国VI,"F100,",,2021-02-02,长安福特锐界米其林轮胎出现有裂痕,569828,处理反馈
长安福特,福睿斯,2015款 1.5L 自动 时尚型,"H109,",,2021-02-02,长安福特福睿斯集雨板缺陷导致漏水,569824,用户评分
BEIJING汽车,绅宝X35,2016款 1.5L 手动 精英版,"D59,D123,D80,",,2021-02-02,北汽绅宝X35转向卡滞异响抖动希望处理,569818,处理反馈
众泰汽车,大迈X5,2015款 1.5T CVT 知县型 国V,"B96,B334,",,2021-02-02,众泰大迈X5挂D挡无法行驶变速箱故障灯亮,569812,信息审核
东风标致,标致408,2015款 1.2T 自动 豪华版,"A34,A336,",,2021-02-02,东风标致408机油泵堵塞导致无法正常行驶,569811,处理反馈
北京现代,胜达,2013款 2.4L 自动 两驱 智能型 GLS,"A9,A255,",,2021-02-02,北京现代胜达发动机敲缸异响动力消失,569808,处理反馈
一汽-大众,速腾,2020款 200TSI DSG 舒适型 国VI,"E43,G125,",,2021-02-02,一汽大众速腾刹车时前轮异响希望厂家处理,569803,处理反馈
一汽-大众奥迪,奥迪A3,2020款 Limousine 35 TFSI 时尚型 国VI,"A63,A191,",,2021-02-02,一汽大众奥迪A3防冻液缺失 发动机烧机油,569797,信息审核
北京奔驰,奔驰GLB,2020款 改款 GLB 200 时尚型,"H134,M284,Q322,",,2021-02-02,奔驰GLB新车中控屏幕触屏无法使用,569796,处理反馈
广汽丰田,雷凌,2021款 双擎 1.8H E-CVT 运动版,"H168,",,2021-02-02,广汽丰田雷凌仪表台饰板脱胶希望厂家处理,569795,信息审核
东风本田,本田CR-V,2019款 锐·混动 2.0L 两驱 净速版 国VI,"A339,A13,",,2021-02-02,东风本田CR-V机油增多乳化厂家消极处理,569793,处理反馈
长城汽车,哈弗H7,2019款 2.0T 悦享型 国V,"A63,",,2021-02-02,哈弗H7发动机烧机油4S店不作任何处理,569792,处理反馈
东风日产,逍客,2021款 2.0L CVT 智享版,"K309,",,2021-02-02,东风日产逍客购车缴纳定金经销商未退还,569790,处理反馈
路虎进口,揽胜星脉,2020款 P250 R-DYNAMIC S,"H15,",,2021-02-02,路虎揽胜星脉行驶时车身异响干扰正常驾驶,569789,处理反馈
东风悦达起亚,起亚K3,2019款 1.5L CVT 智享互联版,"H82,",,2021-02-02,东风悦达起亚K3远近光灯光线发散 车灯不亮,569788,处理反馈
一汽-大众奥迪,奥迪A4L,2017款 2.0T 双离合 进取型 Plus,"A12,",,2021-02-02,一汽大众奥迪A4L发动机漏油要求质保,569787,信息审核
东风悦达起亚,智跑,2019款 2.0L 自动 智享豪华版,"L314,",,2021-02-02,东风悦达起亚智跑4S店拒绝提供质保,569785,处理反馈
长安福特,翼虎,2017款 EcoBoost 180 两驱 虎跃型,"A12,",,2021-02-02,福特翼虎节气门故障导致发动机漏油,569783,处理反馈
一汽-大众,迈腾,2020款 380TSI DSG 豪华型,"H155,",,2021-02-02,一汽大众迈腾Carplay无法连接影响使用,569781,处理反馈
梅赛德斯-AMG,奔驰GLE AMG,2020款 AMG GLE 53 4MATIC+,"G52,N318,",,2021-02-02,奔驰GLE AMG左前减震器异响 配件未到货,569780,信息审核
长城汽车,哈弗H2,2017款 1.5T 手动 两驱豪华型 红标,"D59,D265,",,2021-02-02,哈弗H2方向机异响 要求免费更换,569774,处理反馈
广汽本田,缤智,2020款 1.5L CVT 精英版,"H203,",,2021-02-02,广汽本田缤智高速行驶胎压监测误报警,569773,处理反馈
江淮汽车,嘉悦A5,2020款 1.5T 手动 精英型,"H88,",,2021-02-02,江淮嘉悦A5车灯进水影响正常照明,569771,处理反馈
一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,"B19,H82,",,2021-02-02,一汽大众探岳变速箱顿挫大灯发白亮度不足,569767,处理反馈
东风日产,天籁,2013款 2.0L XL 舒适版,"A63,H185,",,2021-02-02,东风日产天籁发动机烧机油 车内异味,569766,处理反馈
长安福特,蒙迪欧,2020款 EcoBoost 180 时尚型,"F100,",,2021-02-02,长安福特蒙迪欧米其林轮胎有开裂现象,569765,用户评分
东风标致,标致207,2011款 1.4 手动 驭乐版 三厢,"G83,K307,",,2021-02-02,东风标致207后桥变形 4S店检测收费,569764,处理反馈
广汽本田,雅阁,2021款 260TURBO 豪华·星空限量版,"N318,",,2021-02-02,广汽本田雅阁售后事故维修无配件提供,569762,处理反馈
东风悦达起亚,凯绅,2017款 1.6T GLS,"H81,H88,",,2021-02-02,东风悦达起亚凯绅漆面开裂 大灯起雾,569760,处理反馈
奇瑞汽车,瑞虎7,2020款 1.5T CVT 豪华型,"H146,",,2021-02-02,奇瑞瑞虎7电瓶故障车辆无法启动,569759,处理反馈
北京现代,伊兰特,2021款 1.5L LUX 尊贵版,"J299,",,2021-02-02,北京现代伊兰特售后事故维修导致玻璃受损,569754,处理反馈
北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,"B33,B19,B27,",,2021-02-02,北京现代途胜变速箱跳挡顿挫异响要求解决,569753,处理反馈
东风标致,标致308,2014款 乐享版 经典 1.6L 手动 优尚型,"D80,D337,",,2021-02-02,东风标致308方向盘上下晃动存在质量问题,569752,处理反馈
东风本田,INSPIRE,2019款 260TURBO 精致版 国VI,"D156,",,2021-02-02,东风本田INSPIRE方向盘左右力度不一致,569751,厂家受理
江淮汽车,嘉悦X4,2020款 1.5T 手动 超越型,"H78,",,2021-02-02,江淮嘉悦X4新车一个月三次更换汽油泵,569750,处理反馈
东风标致,标致408,2014款 1.8L 自动 豪华版,"A63,",,2021-02-02,东风标致408发动机烧机油严重影响使用,569748,处理反馈
一汽-大众,迈腾,2017款 330TSI DSG 豪华型,"B84,B115,",,2021-02-02,一汽大众迈腾变速箱处于紧急运行模式,569743,处理反馈
福田汽车,欧马可,2007款 欧马可N BJ1049V8AD6-3,"H343,",,2021-02-02,福田欧马可动力电池故障希望尽快处理,569740,信息审核
广汽本田,飞度,2014款 1.5L CVT LX舒适型,"A44,",,2021-02-02,广汽本田飞度冷车启动困难希望处理,569736,处理反馈
江西五十铃,瑞迈,2020款 2.8T 经典 四驱 柴油 国VI 舒适型 加长版 JE493ZLQ6E,"E333,J300,",,2021-02-02,五十铃瑞迈经销商维修后刹车变硬希望解决,569735,信息审核
一汽马自达,马自达CX-4,2018款 2.0L 自动 两驱 蓝天活力版 国VI,"H168,",,2021-02-02,一汽马自达CX-4保险杠大灯处开裂严重,569730,信息审核
东风本田,本田CR-V,2021款 240TURBO CVT 两驱 都市版,"A339,H93,",,2021-02-02,东风本田CR-V机油增多中控台异响严重,569728,用户评分
长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,"B33,",,2021-02-02,长安马自达昂克赛拉变速箱异响希望处理,569726,用户评分
东风日产,天籁,2020款 2.0T XL Upper AD1 智享领航版,"M279,",,2021-02-02,日产天籁智联APP未显示车状态 与宣传不符,569723,处理反馈
东风日产,奇骏,2021款 2.5L XL ITS CVT 4WD 豪华纪念版,"A12,B22,",,2021-02-02,东风日产奇骏新车发动机与变速箱连接处漏油,569721,用户评分
吉利汽车,远景X6,2020款 1.4T CVT 尊贵型,"E196,",,2021-02-02,吉利远景刹车真空泵故障踏板踩不动,569720,处理反馈
东风雪铁龙,雪铁龙C4L,2015款 1.8L 自动 尊贵版,"A63,",,2021-02-02,东风雪铁龙C4L发动机烧机油存在质量问题,569718,处理反馈
广汽三菱,奕歌,2018款 1.5T CVT 两驱 无畏版,"L313,",,2021-02-02,广汽三菱奕歌保养券无法使用希望处理,569716,厂家受理
北京现代,北京现代ix25,2017款 1.6L 自动 智能型,"A44,I295,",,2021-02-02,北京现代ix25售后未解决发动机延迟启动,569715,处理反馈
上汽大众斯柯达,昊锐,2012款 1.8TSI 手动 优雅版,"H185,",,2021-02-02,上汽大众斯柯达昊锐车内有异味影响健康,569712,处理反馈
奇瑞汽车,艾瑞泽EX,2019款 1.5L 手动 青春版 国V,"I293,L314,",,2021-02-02,奇瑞艾瑞泽EX保养时维修人员将机油拿走,569710,用户评分
北京奔驰,奔驰E级,2020款 改款 E 260 L,"H168,",,2021-02-02,北京奔驰E级车辆内饰装饰木纹开裂,569708,处理反馈
东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲智版,"A12,H78,",,2021-02-02,东风雪铁龙C4L发动机漏油 高压油泵故障,569706,处理反馈
一汽-大众,宝来,2015款 1.6L 手动 舒适型 质惠版,"A9,A12,B20,G204,H79,H209,",,2021-02-02,一汽大众宝来车身生锈 发动机异响漏油,569702,处理反馈
上汽集团,锐腾,2016款 2.0TGI TST 豪华版,"B33,",,2021-02-02,上汽名爵锐腾变速箱异响维修后没有解决,569699,处理反馈
一汽-大众奥迪,奥迪Q5L,2020款 45 TFSI 尊享时尚型,"B19,H164,",,2021-02-02,一汽大众奥迪Q5L变速箱挂挡窜动 车内异响,569697,信息审核
林肯（进口）,林肯MKZ,2018款 2.0T 尊悦版,"H134,",,2021-02-02,林肯MKZ中控黑屏无法使用希望处理,569694,信息审核
一汽-大众奥迪,奥迪A4L,2017款 2.0T 双离合 风尚型,"A37,",,2021-02-02,一汽大众奥迪A4L水泵漏水要求解决,569693,信息审核
吉利汽车,缤越,2019款 260T DCT 骑士 国VI,"D80,",,2021-02-02,吉利缤越低转速再加速时方向盘抖动,569690,用户评分
北京现代,北京现代ix35,2013款 2.0L 自动 两驱 智能型GLS 国IV,"A329,",,2021-02-02,北京现代ix35发动机有严重拉缸现象,569688,处理反馈
一汽-大众,迈腾,2017款 330TSI DSG 豪华型,"B96,",,2021-02-02,一汽大众迈腾变速箱紧急运行故障,569686,处理反馈
一汽-大众,探岳X,2020款 330TSI 两驱 尊贵智联版,"H168,H243,",,2021-02-02,一汽大众探岳X轮毂断裂要求尽快处理,569679,信息审核
广汽本田,飞度,2014款 1.5L CVT LX舒适型,"H79,",,2021-02-02,广汽本田飞度车身生锈 底盘生锈,569678,处理反馈
东风日产,逍客,2017款 2.0L CVT 智享版 国V,"D80,H268,",,2021-02-02,东风日产逍客车身方向盘共振抖动厂家不解决,569677,用户评分
东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲智版,"A34,A63,",,2021-02-02,雪铁龙C4L发动机机油异常损耗 机油报警,569676,处理反馈
雷克萨斯,雷克萨斯RX,2016款 200t 两驱精英版,"G210,G161,",,2021-02-02,雷克萨斯RX下摆臂胶套漏油开裂存在质量问题,569672,厂家受理
一汽-大众奥迪,奥迪Q5,2017款 Plus 40 TFSI 技术型,"H89,",,2021-02-02,一汽大众奥迪Q5天窗异响希望尽快处理,569669,信息审核
上汽集团,名爵5,2021款 180DVVT CVT 青春豪华版,"B19,",,2021-02-02,上汽名爵5正常行驶下车子连续强窜动,569668,处理反馈
广汽丰田,YARiS L 致享,2017款 1.5E CVT 魅动版,"A9,",,2021-02-02,广汽丰田致享起步时发动机异响明显,569663,信息审核
比亚迪,比亚迪G5,2014款 1.5TID 自动 旗舰型,"B33,D156,H185,H164,",,2021-02-02,比亚迪G5车内异味 方向盘沉重 车内异响,569662,用户评分
广汽本田,雅阁,2018款 260TURBO 精英版 国VI,"H93,H164,",,2021-02-02,广汽本田雅阁中控与遮阳板异响希望处理,569660,处理反馈
一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,"A339,",,2021-02-02,一汽丰田亚洲龙机油增多存在有质量问题,569659,信息审核
一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,"A9,A34,B96,D291,E62,",,2021-02-02,一汽大众奥迪A4L发动机转向制动变速箱报警,569656,信息审核
东风日产,奇骏,2019款 2.0L CVT 舒适版 5座 2WD,"H155,",,2021-02-02,东风日产奇骏行驶时车载蓝牙卡顿声音模糊,569655,处理反馈
沃尔沃（进口）,沃尔沃XC90,2021款 B6 智雅豪华版 7座,"A44,A255,J301,",,2021-02-02,沃尔沃XC90行驶发动机动力消失无法启动,569651,信息审核
广汽本田,雅阁,2018款 260TURBO 豪华版 国VI,"D123,D156,O348,",,2021-02-02,广汽本田雅阁转向卡滞更新系统无法解决,569650,处理反馈
一汽-大众,速腾,2014款 1.4TSI 自动 豪华型,"B115,",,2021-02-02,一汽大众速腾变速箱机电单元故障,569647,用户评分
东风日产,天籁,2021款 2.0L XL Upper AD1 智行领航版,"H147,",,2021-02-02,东风日产天籁加满油后油箱有异响,569646,处理反馈
广汽本田,飞度,2014款 1.5L CVT SE时尚型,"A9,",,2021-02-02,广汽本田飞度发动机冷车启动异响,569644,处理反馈
长安马自达,马自达CX-5,2020款 改款 2.0L 自动 两驱 智慧型,"G117,H164,",,2021-02-02,长安马自达CX-5行驶时跑偏车内各种异响,569641,处理反馈
北京奔驰,奔驰A级,2020款 改款 A 180 L,"A34,A14,",,2021-02-02,北京奔驰A级发动机熄火 故障灯全亮,569638,处理反馈
Jeep（进口）,大切诺基（进口）,2014款 3.6L 精英导航版 5座,"J300,",,2021-02-02,进口Jeep大切诺基定期更换机油后出现异响,569637,厂家受理
一汽-大众捷达,捷达VS5,2019款 280TSI 自动 悦享型,"N317,",,2021-02-02,一汽大众捷达VS5全景影像漏电导致电瓶亏电,569636,处理反馈
东风日产,楼兰,2019款 2.5 S/C HEV XE 四驱 混动 智联尊尚版 国V,"G245,",,2021-02-02,东风日产楼兰后车轮吃胎无法修复,569635,处理反馈
北京现代,途胜,2019款 280TGDi 双离合 两驱 时尚版 国VI,"B77,B27,L310,",,2021-02-02,北京现代途胜更换变速箱总成要求给予赔偿,569633,处理反馈
一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,"A9,A12,A44,B95,B69,J298,J303,",,2021-02-02,大众速腾4S店维修技术差 发动机异响漏油,569632,用户评分
一汽奔腾,奔腾X40,2019款 1.6L 自动 豪华型 国VI,"A34,A136,",,2021-02-02,一汽奔腾X40发动机故障灯亮要求免费维修,569630,处理反馈
广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,"H79,H89,I295,",,2021-02-02,广汽丰田凯美瑞车门防撞梁生锈 天窗异响 ,569629,信息审核
北京现代,名图,2019款 1.8L 自动 智能型GLS 纪念款 国VI,"H164,H211,",,2021-02-02,北京现代名图后视镜折叠故障车内异响,569625,处理反馈
一汽-大众奥迪,奥迪Q5L,2020款 改款 40 TFSI 荣享时尚型,"H109,Q322,",,2021-02-02,一汽大众奥迪Q5L后排座椅下部网关进水,569624,信息审核
长安福特,蒙迪欧新能源,2018款 2.0 PHEV 智尊旗舰型,"N317,",,2021-02-02,长安福特蒙迪欧新能源索赔方向盘材质差,569623,用户评分
一汽-大众奥迪,奥迪Q5L,2020款 45 TFSI 尊享时尚型,"B334,",,2021-02-02,一汽大众奥迪Q5L启动时变速箱挂挡不走,569620,信息审核
一汽-大众,迈腾,2017款 330TSI DSG 豪华型,"B20,B96,B115,",,2021-02-02,大众迈腾变速箱机电单元故障 无法换挡,569619,用户评分
广汽本田,飞度,2018款 1.5L 手动 舒适版,"A9,",,2021-02-02,广汽本田飞度冷启动VTEC执行器异响,569618,处理反馈
华晨中华,中华V7,2018款 280T DCT 豪华型 5座,"A63,",,2021-02-02,华晨中华V7发动机烧机油希望尽快处理,569616,信息审核
上汽大众,途昂,2020款 380TSI 四驱 豪华版 国V,"A14,G56,",,2021-02-02,上汽大众途昂发动机熄火 底盘异响,569614,处理反馈
东南汽车,V3菱悦,2008款 1.5 手动 豪华版,"E159,L314,",,2021-02-02,东南V3菱悦手刹缺陷厂家未召回处理,569613,处理反馈
长安福特,翼虎,2013款 2.0T 四驱尊贵型,"H271,Q322,",,2021-02-02,长安福特翼虎油箱有缺陷导致加不满油,569612,用户评分
吉利汽车,帝豪GS,2018款 1.8L 自动 优雅版 领尚型,"A255,B33,",,2021-02-02,吉利帝豪GS变速箱异响 坡道起步动力消失,569611,处理反馈
广汽丰田,YARiS L 致享,2017款 1.5E CVT 魅动版,"A9,B33,",,2021-02-02,广汽丰田致享冷车启动异响 变速箱行驶异响,569608,信息审核
长城汽车,哈弗H2,2016款 1.5T 手动 两驱精英型,"D80,D156,G117,H15,",,2021-02-02,哈弗H2打方向沉重  方向盘抖动 车辆异响,569606,处理反馈
东风本田,INSPIRE,2019款 260TURBO 精致版 国VI,"H93,I293,",,2021-02-02,东风本田INSPIRE中控台异响售后服务态度差,569604,处理反馈
一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,"A85,H263,",,2021-02-02,一汽大众探岳发动机油耗升高 自动启停失效,569600,处理反馈
上汽大众,凌渡,2019款 280TSI DSG 舒适版 国V,"M283,",,2021-02-02,上汽大众凌渡经销商出售库存车要求处理,569599,用户评分
长城汽车,哈弗M6,2018款 1.5T DCT 两驱 精英型,"H79,",,2021-02-02,哈弗M6车身出现生锈厂家不处理问题,569595,用户评分
江铃集团新能源,江铃E200L,2017款 E200P 标准版,"H340,N318,",,2021-02-02,江铃新能源E200L充电机故障无配件维修,569594,用户评分
奇瑞汽车,瑞虎8 PLUS,2021款 290TGDI DCT 豪享版,"H155,H119,L313,",,2021-02-02,奇瑞瑞虎8PLUS智云系统故障置换补贴未兑现,569593,处理反馈
一汽丰田,卡罗拉,2019款 1.2T S-CVT GL-i精英版,"B33,B19,H146,",,2021-02-02,一汽丰田卡罗拉电瓶亏电 变速器顿挫异响,569590,信息审核
一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 风尚版 国V,"H88,H220,I295,",,2021-02-02,一汽丰田RAV4荣放后尾灯灯罩开裂进水,569581,信息审核
广汽本田,飞度,2014款 1.5L CVT LX舒适型,"A44,",,2021-02-02,广汽本田飞度发动机启动困难起动机故障,569579,处理反馈
东风日产,逍客,2017款 2.0L CVT 智享版 国V,"B334,B84,",,2021-02-02,东风日产逍客变速箱阀体故障无法加速,569577,用户评分
一汽-大众,高尔夫,2016款 1.6L  自动 舒适型,"B96,B184,",,2021-02-02,一汽大众高尔夫变速器微动开关故障报警,569576,处理反馈
东风标致,标致207,2010款 1.4L 手动 ETEC 驭乐版 三厢,"E269,E239,G125,G162,",,2021-02-02,东风标致207左后轮倾斜行驶抖动异响,569575,处理反馈
奇瑞汽车,捷途X70 PLUS,2021款 1.5T 手动 林 5座,"H134,H82,",,2021-02-02,捷途X70 PLUS大灯不亮 360影像模糊,569573,处理反馈
一汽奔腾,奔腾B30,2016款 1.6L 自动 豪华型,"D123,I297,",,2021-02-01,一汽奔腾B30转向卡滞厂家不予索赔,569572,处理反馈
奇瑞汽车,捷途X90,2020款 1.6T DCT 影御版 5座,"L313,",,2021-02-01,捷途X90车辆置换补贴未兑现希望处理,569571,用户评分
上汽大众斯柯达,柯珞克,2019款 TSI280 智行豪华版 国V,"L313,",,2021-02-01,斯柯达柯珞克购车置换补贴厂家一直不提供,569567,处理反馈
上汽大众斯柯达,速派,2016款 TSI330 DSG 智行版,"B84,B115,",,2021-02-01,斯柯达速派变速箱机电控制单元有质量问题,569566,处理反馈
东风日产,天籁,2020款 2.0T XL Upper AD1 智享领航版,"H155,H147,",,2021-02-01,东风日产天籁互联功能无法使用 油箱异响,569564,处理反馈
吉利新能源,帝豪GSe,2018款 臻尚型,"D59,D265,H340,",,2021-02-01,吉利帝豪GSe方向机异响 充电机慢充故障,569562,用户评分
广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,"F130,",,2021-02-01,广汽丰田凯美瑞普利司通轮胎爆胎,569561,信息审核
广汽丰田,雷凌,2021款 185T CVT 豪华版,"A136,B33,B19,",,2021-02-01,广汽丰田雷凌变速箱顿挫异响发动机缸盖腐蚀,569558,信息审核
北京奔驰,奔驰GLC,2018款 GLC 200 4MATIC 改款,"E43,",,2021-02-01,奔驰GLC低速行驶和倒车时踩刹车异响,569556,厂家受理
一汽-大众,宝来,2018款 1.5L 自动 舒适型,"E43,",,2021-02-01,一汽大众宝来倒车时刹车异响希望厂家处理,569555,处理反馈
长安汽车,逸动,2020款 PLUS 1.6L GDI 手动 精英型,"B20,",,2021-02-01,长安逸动行驶时挡位失灵 无法换挡,569553,处理反馈
东风本田,INSPIRE,2019款 260TURBO 精致版 国VI,"E111,G245,",,2021-02-01,东风本田INSPIRE刹车抖动 后轮吃胎偏磨,569552,处理反馈
猎豹汽车,猎豹CS9,2017款 1.5L CVT 风尚型,"A191,",,2021-02-01,猎豹CS9行驶时水箱温度高 冷却系统故障,569550,信息审核
东南汽车,东南DX5,2021款 1.5T CVT 尊贵型,"M283,",,2021-02-01,东南DX54S店销售库存车要求办理退车,569548,处理反馈
一汽-大众,捷达,2012款 1.6 手动 典藏版,"H79,",,2021-02-01,一汽大众捷达全车车身生锈 车体腐烂,569547,处理反馈
长安汽车,长安CS55,2018款 1.5T 自动 炫色型 国V,"A24,A178,",,2021-02-01,长安CS55发动机抖动 缸压不足 加速无力,569543,用户评分
观致汽车,观致5,2019款 观致5S 1.6T GDI 尊贵型,"G245,",,2021-02-01,观致5前后轮磨损严重厂家拖延不处理,569539,信息审核
东风标致,标致408,2015款 1.2T 自动 豪华版,"A63,",,2021-02-01,东风标致408大修发动机后烧机油,569536,厂家受理
广汽本田,飞度,2014款 1.5L CVT LX舒适型,"A9,",,2021-02-01,广汽本田飞度发动机冬天启动异响,569535,处理反馈
上汽大众斯柯达,速派,2018款 TSI330 DSG 舒适版 国V,"A24,J298,",,2021-02-01,斯柯达速派怠速抖动多次维修未解决,569533,处理反馈
长安汽车,长安CS55,2017款 1.5T 自动 炫色型,"F186,",,2021-02-01,长安CS55优科豪马轮胎有起皮掉块的现象,569531,处理反馈
东风日产,骐达TIIDA,2016款 1.6L CVT 智行版,"A9,A18,H268,",,2021-02-01,东风日产骐达发动机爆震车内抖动维修未解决,569529,处理反馈
东风日产,轩逸,2020款 改款 1.6L XE CVT 舒享版,"A12,",,2021-02-01,东风日产轩逸发动机渗油希望厂家处理问题,569520,处理反馈
小鹏汽车,小鹏汽车P7,2020款 后驱 超长续航 智尊版,"H289,",,2021-02-01,小鹏P7雷达传感器故障导致不能使用,569519,信息审核
一汽-大众,迈腾,2018款 330TSI DSG 豪华型,"B115,E111,",,2021-02-01,一汽大众迈腾变速箱机电单元故障 刹车抖动,569518,处理反馈
一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,"B33,B95,",,2021-02-01,一汽大众探岳加速变速箱抖动异响希望处理,569515,处理反馈
东风日产,逍客,2017款 2.0L CVT 智享版 国V,"A12,B22,",,2021-02-01,东风日产逍客变速箱和发动机连接处漏油,569514,用户评分
长安福特,蒙迪欧,2013款 1.5T 自动 GTDi180时尚型,"H54,",,2021-02-01,长安福特蒙迪欧三元催化器反复故障希望处理,569513,处理反馈
东风日产,轩逸,2019款 1.6XV CVT 智联尊享版 国VI,"B33,",,2021-02-01,东风日产轩逸低速轻踩油门变速箱异响,569512,处理反馈
一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,"H72,H164,",,2021-02-01,大众探岳车内装饰条异响 玻璃异响,569507,处理反馈
北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,"A24,A34,",,2021-02-01,现代途胜行驶时车辆抖动 发动机故障灯亮,569504,处理反馈
广汽丰田,雷凌,2021款 185T CVT 运动版,"I282,N318,",,2021-02-01,广汽丰田雷凌后保险杠左后轮毂无配件,569503,信息审核
上汽大众,辉昂,2021款 380TSI 豪华版,"B33,E43,H15,H60,",,2021-02-01,大众辉昂雨刮器异响 冷车起步异响,569496,处理反馈
一汽-大众,宝来,2021款 1.5L 自动 精英智联版,"A34,H82,I295,",,2021-02-01,一汽大众宝来新车故障灯亮 大灯不亮,569490,处理反馈
东风日产,天籁,2019款 2.0L XL Upper 智行版,"H155,M279,",,2021-02-01,东风日产天籁智联app无法使用 与宣传不符,569489,处理反馈
一汽丰田,卡罗拉,2014款 1.6L CVT GL-i,"B96,B115,",,2021-02-01,一汽丰田卡罗拉变速箱阀体故障 故障灯亮,569486,信息审核
北京现代,悦纳,2016款 1.4L 手动 炫酷版 GLS,"A12,A129,",,2021-02-01,现代悦纳曲轴螺丝断裂 皮带轮飞落 漏密封油,569482,用户评分
吉利汽车,嘉际,2019款 1.8TD 自动 舒享型,"L313,",,2021-02-01,吉利嘉际4S店未按时返还旅游基金,569481,用户评分
东风本田,本田CR-V,2021款 锐·混动 2.0L 两驱 净速版,"B22,B96,",,2021-02-01,本田CR-V行驶时变速箱漏油 报故障码,569479,处理反馈
东风日产,轩逸,2020款 改款 1.6L XL CVT 悦享版,"D337,E43,",,2021-02-01,东风日产轩逸行驶时转向晃动 刹车异响,569476,处理反馈
一汽丰田,卡罗拉,2017款 1.2T S-CVT GL-i 改款,"H176,",,2021-02-01,一汽丰田卡罗拉中控台开裂更换未解决,569474,信息审核
奇瑞汽车,艾瑞泽5,2017款 1.5L 手动 豪华版,"H155,",,2021-02-01,奇瑞艾瑞泽5智能车机系统无法使用,569473,厂家受理
北京奔驰,奔驰E级,2019款 E 300 L 时尚型,"D154,",,2021-02-01,北京奔驰E级召回更换转向机回位严重不正,569469,处理反馈
东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 车载互联劲智型,"A12,A24,A34,A255,",,2021-02-01,东风雪铁龙C4L发动机动力消失报警抖动,569465,处理反馈
